drug,LD,date,p53,chk2,atr,chk1,atx,dnapk,bok,bim
Mitoxantrone,88,12/7/2012,3.853029716,3.651485254,1.337372323,-0.741129804,-2.245606266,-1.801109452,-0.96357752,1.26517726
Mitoxantrone,79,12/11/2012,3.477488113,3.038488605,1.283495125,-0.656301282,-1.323001472,-1.486785622,-0.790646776,1.087829754
Mitoxantrone,82,12/23/2012,3.609390903,3.317191643,1.366863691,-0.425652249,-1.887571855,-1.530881652,-0.766386145,1.193138906
Mitoxantrone,86,12/23/2012,3.981625072,3.669987982,1.373651004,-0.554876775,-1.827947872,-1.068038083,-0.547471496,1.464211757
Mitoxantrone,87,12/11/2012,4.138321146,3.478491029,1.381974459,-0.729729252,-1.575154146,-1.811928581,-0.92177459,1.332978911
Mitoxantrone,87,12/11/2012,3.955307395,3.915606653,1.57827631,-0.846063608,-1.759139092,-1.486785622,-0.983188859,1.332978911
Mitoxantrone,88,12/11/2012,4.553298542,3.996579533,1.497472026,-0.748581379,-1.825195999,-1.811928581,-0.952223566,1.385881619
Noscapine,85,12/7/2012,1.750218911,0.190898925,0.537843541,-0.859067496,-0.590884038,-0.604882374,-1.036978586,0.689664141
Noscapine,80,12/23/2012,1.625530623,0.667495389,0.908930714,-0.373064967,-0.433853888,-0.542638461,-0.717196359,0.95275922
Noscapine,81,12/11/2012,1.95595052,0.181354491,0.703925332,-0.928257905,-0.368908329,-0.761835242,-1.34552355,-0.074587338
Noscapine,81,1/24/2013,1.908593818,0.310787537,0.560070352,-0.658128913,-0.719706474,-0.831614505,-0.857162534,0.649476402
Noscapine,88,1/24/2013,1.937452837,0.564186646,0.2870864,-1.030046941,-1.148523832,-2.060918054,-0.587040766,0.622048305
Etoposide,78,12/7/2012,2.752898011,3.40086962,0.603834512,-0.643713048,-1.725708177,-0.623942221,-1.036978586,1.578317751
Etoposide,81,12/7/2012,2.891799286,3.359009572,0.757755525,-1.120726568,-1.743063489,-0.374360344,-0.811556937,1.614183744
Etoposide,87,12/7/2012,3.134362402,3.595559357,0.792939232,-1.018073391,-1.338626554,-0.424943812,-0.96357752,1.679531674
Etoposide,82,1/17/2013,3.17013728,3.3846286,0.663248812,-0.921003222,-1.522268304,-0.317044371,-0.650150579,1.369254393
Etoposide,84,1/17/2013,3.240543787,3.357791357,0.710174221,-0.741129804,-1.666868233,-0.206728693,-0.87790438,1.50622583
Etoposide,88,1/17/2013,3.205285555,3.761087318,0.469288277,-0.859067496,-1.569078965,-0.422989844,-0.752927083,1.500073603
Etoposide,75,12/11/2012,2.961056803,3.309928601,0.827189608,-0.806404843,-1.517969463,-0.259292465,-0.641878368,1.374147795
Etoposide,81,12/11/2012,3.047800721,3.26944304,0.839375839,-0.620712526,-1.273356877,-0.330478175,-0.877027024,1.687894436
Etoposide,85,12/11/2012,3.222392421,3.708933583,0.94805661,-0.767641226,-1.575154146,-0.174167083,-1.079394547,1.69944063
Etoposide,87,12/11/2012,3.423452322,3.952825951,0.924051147,-1.442143048,-1.391424942,-0.385836987,-0.708065003,1.80909876
Etoposide,72,1/19/2013,2.422899063,3.049955539,0.440151157,-0.334834846,-1.011189395,-0.432462739,-0.871897569,1.348631251
Avrainvillamide,90,1/13/2013,-0.751514792,-0.260304678,-1.716236826,-1.217062088,-4.594824085,-1.369694514,-2.645909052,1.276859661
Avrainvillamide,89,12/23/2012,-0.56758815,0.040123699,-0.143866324,-0.46160599,-1.770453213,0.02849129,-0.475213277,0.960844103
Avrainvillamide,85,1/17/2013,-0.124354347,0.078546767,-0.389684194,-1.085843461,-1.970551737,-0.02493917,-1.880181235,1.18916257
Avrainvillamide,73,1/24/2013,0.246173219,0.479635044,0.260766483,-0.711786829,-1.287084662,0.007920823,-1.274957386,1.1755893
Avrainvillamide,69,12/23/2012,-0.432187142,0.209941901,0.090540388,-0.425652249,-1.770453213,0.312845419,-0.223303708,0.578425045
Avrainvillamide,68,1/19/2013,-0.247953402,0.062230537,-0.194293151,-0.851799647,-1.50854704,0.137451082,-1.156073756,1.465394241
Temozolomide,73,1/13/2013,3.317912135,3.052606082,0.233543331,-1.217062088,-1.287524132,0.121306296,-1.058731021,0.918210799
Temozolomide,78,1/19/2013,2.842544351,2.910764165,0.623028213,-1.136717171,-0.480207938,-0.262626278,-1.558329821,1.004529658
Temozolomide,87,1/19/2013,3.373121015,3.443905502,0.485031442,-1.593216813,-0.332487355,-0.111719498,-2.311709016,1.361763166
Temozolomide,82,5/16/2015,3.837212736,3.243136122,0.714003862,-1.330168263,-0.906299698,-0.024860095,-2.021966997,1.015685891
Temozolomide,87,5/16/2015,4.147088913,3.629892237,0.720048902,-1.534488452,-1.208063053,-0.20602266,-1.791550403,0.871015214
Temozolomide,90,5/16/2015,4.584609548,3.771129375,0.529847242,-1.794063864,-1.42389385,-0.152906108,-2.310825925,0.967789412
Temozolomide,86,5/13/2015,4.097007779,3.679874034,0.828546701,-1.710493383,-1.548514639,0.120939272,-1.540638934,1.063534054
Temozolomide,89,5/13/2015,4.31747963,4.141162463,0.43301662,-1.555047688,-1.304544755,0.37036845,-1.414382533,1.141841479
Temozolomide,82,1/17/2013,3.135088062,2.792006958,0.338409122,-1.677482244,-0.845087871,-0.17992797,-1.586503019,0.838489821
Temozolomide,89,1/17/2013,3.868683945,3.130123993,0.504725619,-1.629311671,-0.768636621,-0.393602446,-1.822686576,0.90297054
Temozolomide,76,1/24/2013,3.163291196,3.066823488,0.406390264,-1.239507077,-0.618993722,-0.223245529,-1.692738112,1.002422602
Temozolomide,88,1/24/2013,3.548475218,3.66678646,0.698247505,-1.289885625,-0.685498331,-0.155084765,-1.888974793,1.163391168
Camptothecin,60,1/13/2013,0.967272873,4.100204936,-4.990019634,-0.903946849,-0.150401932,0.312519419,-0.081053387,0.554269292
Camptothecin,67,1/19/2013,2.642986214,3.142446319,0.796357592,-0.590939958,0.27720454,0.570475653,-0.157850417,1.635252477
Camptothecin,72,1/24/2013,3.012954223,3.436476559,0.801467498,-1.395547402,-0.1978731,0.739598586,-4.16153095,1.909032763
Camptothecin,90,2/14/2013,4.110238559,3.772943996,0.494623643,-6.977937817,0.431737934,-0.162731897,-1.149325047,1.120123372
Camptothecin,82,3/8/2013,3.711310194,4.298374069,0.639299674,-1.067740461,0.084639317,0.545889738,0.521496876,1.965444017
Camptothecin,89,4/8/2013,2.835478909,2.336469596,-0.412518523,-1.595659515,0.154929379,0.605599329,0.145738796,1.686662398
Camptothecin,83,3/8/2013,5.095587851,5.034966795,0.566768578,-1.163946149,0.353916354,0.545889738,-0.410658074,2.184562871
Camptothecin,81,7/17/2013,4.281874845,4.203872333,1.348172194,-1.603090441,0.842899039,0.350186355,-1.060720381,1.652076697
Camptothecin,74,7/29/2013,4.077780288,3.579342714,1.506959989,-0.924379323,0.21492375,0.618909833,-1.109896185,1.469485283
Camptothecin,87,7/29/2013,4.868149813,4.28757659,1.860596943,-1.684800814,0.67652974,0.618909833,-1.23349013,1.816288047
Camptothecin,89,7/18/2013,4.166235242,4.930130781,1.464581686,-0.84682866,0.551015169,0.742503778,-0.981140973,2.059370534
Camptothecin,90,7/17/2013,4.537434131,5.011227255,1.415037499,-1.035919574,1.235216462,0.831040452,-0.870958055,2.044394119
TrioxacarcinA,78,1/19/2013,3.101769798,2.309409027,-0.243061874,-0.968134004,-1.43466775,0.276083446,-1.494764692,1.268931593
TrioxacarcinA,90,1/19/2013,3.405721849,2.750547911,-0.803985046,-1.114700949,-3.417887795,0.247395416,-2.38183825,1.069010377
TrioxacarcinA,93,1/24/2013,2.610177845,2.212284573,-1.981042378,-1.096982578,-2.76249478,-0.24057749,-2.842544351,1.008703555
TrioxacarcinA,94,1/17/2013,3.689101974,2.190869016,-0.302640124,-1.804459184,-1.692250574,0.23752813,-2.520294242,0.874469118
Streptozocin,83,2/14/2013,4.279127971,4.626898458,0.581516427,-1.870229012,-0.775040048,0.048045776,-1.505352127,1.29235498
Streptozocin,90,2/14/2013,4.356180404,4.747203356,0.446039373,-2.144727221,-1.003992717,-0.069789581,-1.530348335,1.088795435
Streptozocin,86,3/8/2013,4.113957713,3.535915685,0.566768578,-1.283146452,-0.68603178,-0.151842963,-1.110142428,0.867244791
Streptozocin,90,3/8/2013,4.645102841,3.874423001,0.544679995,-1.336804368,-0.52838547,-0.265053573,-1.154178781,0.936551827
Streptozocin,91,3/8/2013,4.86397946,4.270194068,0.361843011,-1.318735209,-0.757509397,-0.085884728,-1.139383296,1.011576871
Streptozocin,80,2/11/2013,3.523773024,3.122927729,0.755165118,-1.473780656,-0.735009914,-0.069511107,-1.699731771,1.040916927
Streptozocin,86,2/11/2013,3.928528123,3.432672039,0.615226667,-1.498336716,-0.605081502,-0.302324892,-1.396565045,1.353733972
Streptozocin,90,2/11/2013,4.095358056,3.856480057,0.71894299,-1.734500898,-0.747249909,-0.097712363,-1.419805585,1.448930567
VER-50589,65,2/14/2013,1.002130787,0.624929515,-0.170371712,-0.950624632,-0.6817616,-0.276706933,-0.916598987,1.056214556
VER-50590,71,3/7/2013,1.319691981,0.807504644,-0.055801021,-1.106915204,-0.872764812,-0.723490507,-1.177998302,1.275822837
VER-50591,82,3/1/2013,1.734724638,0.944874814,0.017769046,-1.488727215,-0.921322305,-0.767247022,-1.029903315,1.408392186
VER-50592,94,2/14/2013,1.793731638,0.920166971,-0.149629866,-1.373877747,-1.16778527,-0.492989803,-1.12484092,2.024426267
VER-50593,83,3/4/2013,1.344345299,1.050429737,-0.096106955,-0.7947623,-0.594408962,-0.482450502,-0.824414388,1.374573594
AICAR,80,1/31/2013,2.642469977,-0.08224898,0.176831831,-0.594175679,-0.670401635,-0.359814675,0.028066698,0.804957754
AICAR,80,4/8/2013,2.58551668,-0.234406712,0.221707544,-0.954459812,-0.758217334,-0.520381674,-0.348032242,1.364424584
AICAR,88,4/27/2013,2.556880328,-0.168889412,-0.16687777,-0.599614009,-0.930843617,-0.988721406,-0.695995992,0.189589353
AICAR,79,4/14/2013,2.254037892,-0.39936433,-0.083642681,-0.600808026,-1.161666476,-0.870390249,-0.604733421,0.769917874
AICAR,85,1/31/2013,2.955453561,0.044505332,-0.096890281,-0.89936235,-0.468034112,-0.601935579,-0.389900324,0.95209893
DL-PDMP,89,1/31/2013,1.523525617,0.64271132,-0.320114166,-0.89936235,-1.370980101,-0.288924885,1.370502313,1.05365
DL-PDMP,90,11/2/2013,1.137172289,0.123593945,0,-0.520832163,-1.415037499,0.137437978,0.300394933,1.536343796
DL-PDMP,80,3/4/2013,1.085014534,0.039793323,-0.038930205,-0.463556265,-2.699609332,-0.042127936,1.087949006,1.031350089
A769662,83,1/31/2013,0.944132357,0.026800723,-0.231896466,-1.703474321,-0.772074143,0.879067667,-2.177276007,3.718391196
A769663,78,6/23/2013,2.247061305,0.793280089,0.045263313,-2.45588603,-1.42193752,0.749423367,0.04576736,1.930699544
A769664,80,6/27/2013,2.149637987,1.324095932,0.454927188,-3.577428828,-1.746820588,0.56326743,-0.331333243,2.05246742
OS1,80,3/2/2013,2.77386841,2.335784576,0.510064135,-2.149265531,0.07645125,-0.947988743,-2.170002391,1.999292425
OS1,89,3/4/2013,2.62831871,2.892389594,0.664438425,-1.571478534,-0.239921074,-1.213435013,-1.694621214,2.237898526
OS2,77,3/2/2013,1.529989051,0.755165118,0.473336281,-1.011189395,-0.925760299,0.064340108,-1.968917873,2.064255085
OS2,82,3/2/2013,1.728345469,0.769540651,0.666880548,-1.341026334,-0.925760299,0.236993284,-2.075716943,2.26839513
OS2,78,7/14/2013,1.63103037,0.729982293,0.30765118,-1.144530555,-1.520734337,-0.204427007,-2.612196971,2.144923317
OS2,85,7/14/2013,2.152223935,0.938166252,0.537575356,-1.48079237,-1.688215012,-0.233439418,-2.43236499,2.862300672
OS2,80,3/4/2013,1.008809876,0.62335958,0.752698775,-0.912680719,-1.307484358,-0.179192465,-1.849410274,2.035414288
OS2,85,3/4/2013,1.178668112,0.738040828,0.817321364,-1.240989645,-1.836081314,-0.020999076,-1.885737479,2.096059764
OS2,88,3/4/2013,1.23409925,0.834000063,0.824423772,-1.227278317,-1.484724743,-0.042127936,-2.23006478,2.403053808
OS2,89,3/4/2013,1.246346258,0.646661934,0.716227196,-1.254800995,-1.435912372,-0.084789088,-2.207755768,2.601735809
Decitabine,81,3/15/2013,1.031171896,-0.794420272,0.587501344,-0.55554925,-0.545709539,-0.09530669,-1.673180572,1.32453797
Decitabine,84,3/15/2013,0.922697237,-1.035823399,0.519561778,-0.925444271,-0.455185631,-0.11485557,-1.770662801,1.409458857
Decitabine,92,3/15/2013,1.144473079,-1.283306801,1.15613698,-0.825671017,-0.385117717,-0.028180001,-1.442658542,1.298494583
Decitabine,79,3/17/2013,1.186973108,0,0.713639519,-0.830614828,-0.498293003,0.720479024,-1.29600655,1.243312395
Decitabine,80,3/16/2013,0.859600951,-0.446039373,0.980176075,-1.326285005,-0.847395946,0.279696517,-1.423634647,1.638609129
Decitabine,84,3/16/2013,0.891562715,-0.331183803,0.92227008,-1.063226552,-0.883452579,0.063967826,-1.745202473,1.646462943
Decitabine,86,3/16/2013,1.083755981,-0.495671214,0.584482003,-1.388299726,-1.37857927,0.090867829,-1.727674679,1.746641118
Decitabine,85,3/21/2013,1.044161537,0.323825864,0.952375395,-0.976437328,-0.475281575,0.70999425,-0.636928285,1.544685248
Decitabine,87,3/21/2013,1.501748346,-0.127236114,0.685280025,-1.017527896,-0.246624598,0.79550725,-1.124705227,2.075906522
Decitabine,88,3/21/2013,1.266306272,-0.212831442,1.019472108,-1.388444895,-0.35168763,0.731581543,-0.91729103,1.943181868
Decitabine,80,3/22/2013,1.275278002,0.326879723,0.599614009,-0.42374896,-0.197457354,0.299205184,-0.810997945,1.702861673
Decitabine,87,3/22/2013,1.477379628,0.029911405,0.868951844,-0.584365639,-0.336482234,0.28301106,-0.865649949,1.85246669
Decitabine,91,3/22/2013,1.391108813,0.352923111,0.708546186,-0.908576972,-0.403128805,0.44848727,-0.655792177,1.907552093
Methotrexate,77,3/15/2013,1.184266401,0.618263463,-1.033093578,-1.887571855,1.007743751,-0.288389366,-1.054781872,0.563484669
Methotrexate,77,3/15/2013,1.290211874,0.762407291,-0.700606223,-2.558507579,0.893931158,-0.215258166,-0.924599193,0.931092745
Methotrexate,85,3/15/2013,1.471352802,0.675153458,-1.180814162,-1.798944503,0.697689823,-0.018748616,-0.732698334,1.069805949
Methotrexate,86,3/15/2013,1.497396189,0.93908562,-1.194830818,-2.115754701,0.71015352,-0.44268919,-0.924599193,0.868862208
Methotrexate,80,3/16/2013,1.305423704,1.118165592,-0.502432349,-1.87369358,1.028753656,-0.133454809,-0.788942957,0.904189807
Methotrexate,81,3/16/2013,1.251918374,0.883598457,-0.613792929,-2.661747946,1.150518904,-0.104194567,-1.014295803,0.987974699
Methotrexate,82,3/16/2013,1.417526695,1.130261098,-0.579752679,-2.709041253,0.802635745,0,-0.865060147,1.038745454
Methotrexate,81,3/17/2013,1.953204487,1.336527002,-0.353235325,-2.362628449,1.648949913,0.249120396,-0.848189311,1.101694126
Methotrexate,85,3/17/2013,2.370726572,1.384240308,-0.473730617,-2.778147408,1.812859297,-0.040900093,-0.790165508,0.882900651
Methotrexate,86,3/17/2013,2.585367832,1.56682777,-0.183710128,-2.778147408,1.583864141,0.175299713,-0.722636566,0.838557296
Methotrexate,86,3/17/2013,2.44348247,1.366380965,-0.494472464,-2.403654162,1.518281222,0.108729773,-0.562734484,1.03631944
Gemcitabine,80,3/17/2013,1.717022222,0.89631696,-1.167232064,-1.327290797,0.370449991,0.94024088,0.848343299,0.428273326
Gemcitabine,75,3/22/2013,1.350639558,0.855733045,-0.653189287,-1.098250782,0.665169392,0.897349647,0.935596873,0.823713034
Gemcitabine,85,3/22/2013,1.52958218,1.199177849,-0.810501292,-1.098250782,0.698160289,0.809423319,0.98846522,0.982887516
Gemcitabine,81,3/21/2013,1.756420674,0.854585977,-1.098452253,-1.414639286,0.697607666,1.144384402,0.822470732,0.963843093
Gemcitabine,91,3/21/2013,2.036660208,1.004824225,-0.700373667,-2.359193576,0.868672826,1.25870197,0.990171068,1.079751022
Scriptaid,79,3/17/2013,1.081719304,0.101238896,-0.668108662,-1.392493716,0.272378094,0.728063392,-1.356407608,3.345681794
Scriptaid,84,3/21/2013,0.766704874,-0.222542804,-0.68713784,-2.094975653,-0.246624598,0.554572502,-1.325355263,3.647135015
Scriptaid,77,3/22/2013,0.749245461,0.019985567,-0.717185331,-1.640889243,0,0.590475843,-0.784248902,3.120308081
Scriptaid,73,2/15/2014,0.903380179,-0.584728645,-0.081986381,-1.441771472,0.066846713,0.370998922,-0.795031077,2.746101203
Scriptaid,71,2/15/2014,0.74689145,-0.251800607,-0.153142417,-1.859634032,0.265380091,0.509182551,-0.838612445,3.252472277
Cyclohexamide,82,2/26/2012,2.474875382,-0.41599148,0.434641196,-1.534269656,-0.46160599,-0.290710745,-0.219513164,2.580319127
Cyclohexamide,91,2/26/2012,2.730595691,-0.174536628,0.213820119,-1.857483277,-0.482151695,0.100116987,-0.431510924,3.206697893
Cyclohexamide,91,3/21/2013,2.797837214,-0.364116062,0.248175386,-1.458378592,-0.773029962,0.323825864,0.478970038,3.083912806
Cyclohexamide,84,3/21/2013,2.465830831,-0.34610537,0.090183709,-1.416796383,-0.57685567,-0.027101805,0.379503507,2.589050845
Cyclohexamide,89,3/21/2013,3.004265932,-0.212650561,0.326618036,-2.000460557,-0.930805741,-0.08224898,0.583879433,2.820414498
Pt4OEta-TOS,86,3/29/2013,4.027823183,4.529774727,0.393629719,-1.198874615,-0.653825633,1.169208893,0.592760871,1.147939151
Pt4OEta-TOS,87,3/29/2013,5.115772565,5.417198584,0.011346461,-1.249458082,-0.73306717,1.434749368,0.354938409,1.696319242
Pt4OEta-TOS,89,3/29/2013,5.323501575,5.5849038,0.246624598,-1.985260407,-1.180557627,1.434749368,0.086974956,1.904164644
Pt4OEta-TOS,76,3/30/2013,3.677232151,4.032890705,0.138916892,-1.396560375,-1.04437554,0.472648993,0.717206009,1.041175316
Pt4OEta-TOS,83,3/30/2013,4.270088648,4.732143443,0,-1.524542736,-1.313284317,0.597541938,0.636961863,1.177111667
Pt4OEta-TOS,87,3/30/2013,4.708860796,5.108536312,0.150079516,-1.615623468,-0.990288692,0.82274995,0.531701144,1.467759448
Pt4OEta-TOS,77,4/8/2013,3.796294748,4.027341849,0.089348448,-1.458378592,-1.123828587,0.654628617,-0.348032242,1.106236193
Pt4OEta-TOS,82,4/8/2013,4.317549654,4.343237518,-0.103734228,-1.746060662,-1.515911946,0.909858232,-0.383873879,0.959562721
Pt4OEta-TOS,87,4/8/2013,4.907311145,5.187516678,-0.082584925,-2.050251637,-0.809381188,1.068758783,-0.769247337,0.981140973
Pt4OEta-TOS,91,4/8/2013,5.508785162,5.37363222,-0.168474767,-2.149441582,-1.780129869,1.131631869,-0.445079549,1.453283643
Zebularine,78,6/24/2013,0.249152996,0.276163678,0.141832694,-1.973610019,-0.099949587,0.228027956,-0.110182918,1.720680511
Zebularine,84,6/24/2013,0.444807097,0.187627003,0.513801472,-1.776091346,0,0.153951365,0,2.069590272
Zebularine,78,6/29/2013,0.337034987,-0.095704514,0.141832694,-2.08059411,0,0.380654505,-0.482151695,1.980547637
Zebularine,80,7/14/2013,0.33376301,0.256605679,-0.155131986,-2.03709621,0.284466629,0.531145127,0.166657578,1.995372289
Zebularine,86,7/14/2013,0.84565598,-0.267365952,-0.165192802,-2.433423005,0.703798512,0.480607735,-0.194236077,2.119279289
Zebularine,88,7/14/2013,0.660248657,0.032450649,-0.165192802,-2.39723585,0.38271391,0.125164722,-0.574195947,2.592762067
Zebularine,90,7/14/2013,0.471575439,0.157545869,-0.376907827,-3.044274996,0.014562798,0.125164722,-0.701973423,2.675469783
Zebularine,86,6/24/2013,0.536729586,0,0.273798035,-2.416362897,-0.20469042,0.153951365,-0.22659241,2.069590272
Zebularine,90,6/24/2013,0.444807097,-0.20469042,0.273798035,-2.199438282,-0.20469042,0,-0.350186355,2.556049809
2-Methoxyestradiol,82,6/24/2013,1.891394468,0.444402419,1.190331212,-0.371968777,0.276163678,-1.079538765,-0.793709253,0.832890014
2-Methoxyestradiol,91,6/24/2013,1.38240144,0.361656403,1.016301812,-0.371968777,-0.099949587,-0.95594482,-1.317470244,0.641269942
2-Methoxyestradiol,85,7/31/2013,2.21552369,0.095704514,1.004459648,-0.618909833,-0.375225742,-0.828674809,-1.3533368,0.932885804
2-Methoxyestradiol,83,7/17/2013,2.36923381,0,0.591037015,-0.777607579,0.360747344,-0.543296152,-0.800486191,0.686842115
2-Methoxyestradiol,70,6/27/2013,1.956301457,0.444402419,0.22659241,-0.469485283,0.380654505,-0.624611577,-0.240003437,0.257387843
2-Methoxyestradiol,87,6/27/2013,1.662535958,0.602664502,0.331333243,-0.691877705,0.080259572,-1.079538765,-0.513801472,0.502500341
Docetaxel,90,6/27/2013,3.696640651,0.276163678,0.116409492,-2.123217016,-1.426700417,0,-0.513801472,0.680837582
Docetaxel,90,7/17/2013,3.488935613,0.875685248,0.314873337,-2.192645078,-0.659408852,0.240003437,-1.492907523,1.131244533
Docetaxel,88,6/29/2013,3.8259706,0.180459164,0.39739198,-1.963634254,-1.343954401,0.080259572,-0.893482507,0.971985624
Docetaxel,84,6/29/2013,3.509013647,0.428957477,0.828674809,-1.520111356,-1.565556954,0.234210937,-0.22659241,0.971985624
Docetaxel,81,8/2/2013,2.7589919,0,0.180459164,-1.228419355,-0.513801472,-0.255559285,-0.582908842,0.497499659
Docetaxel,81,7/17/2013,3.406189597,0.707446507,0.410577851,-1.361795478,-0.953087069,0,-0.835369298,0.782546628
Docetaxel,77,6/27/2013,2.955453561,0.52466199,0.331333243,-1.294542207,-0.875685248,0.153951365,-0.240003437,0.562371797
Docetaxel,67,8/1/2013,2.483884662,0,0.428957477,-1.094104186,-0.749418033,0.116409492,-0.234210937,0.362570079
Topotecan,64,6/27/2013,3.550197083,3.550197083,0.707446507,-1.394491794,-0.444402419,0.575502171,-0.371968777,1.260794444
Topotecan,83,7/18/2013,4.166235242,4.568474378,1.183972776,-0.84682866,0.295455884,0.916533177,-0.62398439,2.059370534
Topotecan,88,7/18/2013,4.81532808,5.1348212,1.464581686,-1.350716518,0.295455884,1.157541277,-0.482151695,2.370966694
Topotecan,83,7/17/2013,4.537434131,4.281874845,1.139930261,-1.551926587,0.492712684,0.650581288,-0.90728526,1.787006277
Topotecan,89,7/17/2013,4.679266825,5.011227255,1.210734216,-1.766982738,0.360747344,0.916533177,-1.274222963,1.981384322
Tunicamycin,84,6/29/2013,1.474908955,1.004459648,0.513801472,-0.777607579,-1.583815,0.158262084,1.807354922,1.202940059
Tunicamycin,85,6/29/2013,1.534336428,0.800156365,0.62398439,-0.777607579,-1.883817067,0.080259572,1.746982304,1.145178339
Tunicamycin,85,6/29/2013,1.593374741,0.937594343,0.39739198,-0.777607579,-1.658827739,0.234210937,1.624490865,1.260794444
Tunicamycin,86,7/18/2013,1.876728625,0.742503778,0.707446507,-0.551015169,-1.377909999,0.350186355,1.686048626,1.431339312
Tunicamycin,87,7/18/2013,1.757429697,0.916533177,0.618909833,-0.39739198,-1.532013621,0.350186355,1.92665385,1.581364756
Tunicamycin,90,7/18/2013,1.698391384,0.999279193,0.618909833,-0.599759503,-2.057413242,0.350186355,1.686048626,1.431339312
Tunicamycin,73,7/14/2013,1.436071973,0.379253413,0.567874368,-0.324949904,-1.298788034,0.051027212,1.546103117,0.984288077
Thapsigargin,83,6/29/2013,2.231325546,1.004459648,1.016301812,-2.063407508,-1.717305998,1.336599325,-0.350186355,2.044394119
Thapsigargin,89,6/29/2013,2.584962501,0.937594343,1.190331212,-2.402098444,-2.581533226,1.395301281,-0.350186355,2.450032921
Thapsigargin,83,7/31/2013,2.148658385,0.223427725,0.348697905,-2.407503827,-2.269100407,0.678613356,-1.710493383,2.444784843
Thapsigargin,88,7/31/2013,2.28129146,0.029134573,0.145427819,-2.511564423,-2.526545814,0.361656403,-1.900255709,2.244087492
Thapsigargin,83,7/18/2013,2.059592682,1.23349013,0.95594482,-1.569393698,-1.94753258,1.307566721,-0.96325639,1.994606741
Thapsigargin,90,7/18/2013,2.248697402,1.157541277,0.95594482,-1.157813471,-2.238727794,1.379933698,-0.876460966,2.491210768
JP37,93,7/31/2013,2.08059411,0,-0.300394933,-2.66196557,-1.425133377,0.361656403,-1.765271984,1.280107919
JP37,87,8/31/2013,2.364963773,-0.074604699,-0.248069967,-0.946660846,0.36298423,0.360355658,-0.883303775,0.905525167
JP37,78,7/31/2013,2.020484142,-0.331333243,-0.095704514,-0.650581288,1.280107919,0.22659241,-1.109896185,0.691877705
JP37,77,9/5/2013,1.480805269,0.141832694,-0.22659241,-1.429314114,0.535316482,0.376113265,-1.475335157,0.678613356
JP37,77,9/2/2013,1.586908145,-0.569685314,0.020942985,-0.963445333,0.724250618,0.434732777,-0.742408799,0.426437511
JP37,69,8/5/2013,1.327143708,-0.085492725,-0.21492375,-0.80077282,-0.255559285,0.1740294,-0.95594482,0.414009573
JP37,60,7/31/2013,1.477015931,-0.20469042,0.091922489,-1.320341844,0,0.276163678,-0.95594482,0.637429921
JP45,88,8/5/2013,0.707446507,1.300879555,-1.65666742,-0.685733219,-2.55249866,0.415037499,-1.6926088,0.529857901
JP45,83,10/17/2013,1.058144042,0.782546628,-0.415176754,-0.66880748,-1.45172962,0.586892528,-0.410577851,0.548893246
JP45,65,10/31/2013,0.756728849,0.742503778,-1.391523206,-0.502500341,-1.796231544,-0.534204476,-0.602664502,0.191620073
JP45,52,9/5/2013,0.91753784,0.728725222,-0.110182918,-0.255559285,-1.418630937,0.46160599,-0.80077282,0.361656403
PhenBrPh4,80,8/5/2013,2.329403215,0.869039322,-0.21492375,-0.427421224,-1.429314114,-0.091922489,0.440572591,0.645335119
PhenBrPh4,89,8/5/2013,2.73438705,1.119701803,-1.103950964,-0.273798035,-1.203974788,-0.091922489,0.575502171,0.760812336
PhenNPEncapRama,75,8/5/2013,2.44557823,0.995895602,-0.21492375,-0.427421224,-1.069146161,-0.091922489,0.440572591,0.529857901
PhenNPEncapRama,85,8/5/2013,2.387584287,1.119701803,-0.586892528,-0.459770001,-1.376498031,-0.091922489,0.575502171,0.587619621
C8Ceramide,66,9/4/2013,0.591037015,0.13196534,0,0.21492375,-0.693485855,0.104740833,-0.321567826,0.331333243
C8Ceramide,70,9/26/2013,0.430634354,-0.502500341,-0.051563456,-0.731063164,-0.724700313,0.428957477,-0.46160599,0.208241933
C8Ceramide,75,10/16/2013,0.534204476,0,-0.062779442,0.649868556,-0.999615435,0,-0.782546628,0.088536675
C8Ceramide,92,10/12/2013,0.883303775,0.169724863,-0.7096313,0.240003437,-1.436888983,0.427421224,-0.431282829,0.624611577
C8Ceramide,71,10/14/2013,0.28757659,-0.141832694,0.13559586,0.482151695,-0.753379196,0.123593945,-0.392317423,0.265951889
Metformin,91,9/22/2013,3.420476973,0.708233876,0,-0.879643783,-3.081941614,-0.088536675,-0.085492725,2.496425826
Metformin,87,9/21/2013,2.496425826,0.825056924,0.704382588,-0.487769236,-2.325916197,0.091922489,-0.444402419,1.916556188
Metformin,75,9/22/2013,2.377126898,0.565062943,0,-0.902254185,-2.77909107,0,-0.1740294,2.026940543
Metformin,67,9/21/2013,1.621956708,0.602664502,0.572417247,0,-2.906152455,0.265951889,-0.444402419,1.511899039
Phenformin,92,9/21/2013,1.386372281,1.781001744,-0.076675591,-0.830152929,-3.635588574,0.656985433,-0.444402419,0.655761743
Phenformin,92,9/22/2013,1.081388327,1.826668397,-0.286684719,-1.637095305,-5.89077093,0.476526269,0.534204476,0.954532047
